Name of restaurant,Country Code,City Name,Day,Start Time,End Time
1 Abercrombie Lane,AU,Sydney,0,0730,1530
1 Abercrombie Lane,AU,Sydney,1,0730,1530
1 Abercrombie Lane,AU,Sydney,2,0730,1530
1 Abercrombie Lane,AU,Sydney,3,0730,1530
1 Abercrombie Lane,AU,Sydney,4,0730,1530
#1 Chicken Rice & Seafood,US,Houston,0,1030,2030
#1 Chicken Rice & Seafood,US,Houston,1,1030,2030
#1 Chicken Rice & Seafood,US,Houston,2,1030,2030
#1 Chicken Rice & Seafood,US,Houston,3,1030,2030
#1 Chicken Rice & Seafood,US,Houston,4,1030,2030
#1 Chicken Rice & Seafood,US,Houston,5,1030,2000
#1 Chinese Kitchen,US,San Jose,0,1100,2100
#1 Chinese Kitchen,US,San Jose,2,1100,2100
#1 Chinese Kitchen,US,San Jose,3,1100,2100
#1 Chinese Kitchen,US,San Jose,4,1100,2100
#1 Chinese Kitchen,US,San Jose,5,1100,2100
#1 Chinese Kitchen,US,San Jose,6,1100,2100
10' Custom Pizzeria,AU,Braddon,0,1130,1500
10' Custom Pizzeria,AU,Braddon,0,1730,0000
10' Custom Pizzeria,AU,Braddon,1,1130,1500
10' Custom Pizzeria,AU,Braddon,1,1730,0000
10' Custom Pizzeria,AU,Braddon,2,1130,1500
10' Custom Pizzeria,AU,Braddon,2,1730,0000
10' Custom Pizzeria,AU,Braddon,3,1130,1500
10' Custom Pizzeria,AU,Braddon,3,1730,0000
10' Custom Pizzeria,AU,Braddon,4,1130,1500
10' Custom Pizzeria,AU,Braddon,4,1730,0000
10' Custom Pizzeria,AU,Braddon,5,1130,1500
10' Custom Pizzeria,AU,Braddon,5,1730,0000
10' Custom Pizzeria,AU,Braddon,6,1130,1500
10' Custom Pizzeria,AU,Braddon,6,1730,0000
10 Greek Street,GB,London,0,1200,2330
10 Greek Street,GB,London,1,1200,2330
10 Greek Street,GB,London,2,1200,2330
10 Greek Street,GB,London,3,1200,2330
10 Greek Street,GB,London,4,1200,2330
10 Greek Street,GB,London,5,1200,2330
10 Greek Street,GB,London,6,1730,2300
100% de Agave,US,Denver,0,1100,2200
100% de Agave,US,Denver,1,1100,2200
100% de Agave,US,Denver,2,1100,2200
100% de Agave,US,Denver,3,1100,2200
100% de Agave,US,Denver,4,1100,2300
100% de Agave,US,Denver,5,1100,2300
100% de Agave,US,Denver,6,1100,2200
100 Hoxton,GB,London,1,1100,0000
100 Hoxton,GB,London,2,1100,0000
100 Hoxton,GB,London,3,1100,0000
100 Hoxton,GB,London,4,1100,0000
100 Hoxton,GB,London,5,1100,0000
100 Hoxton,GB,London,6,1100,0000
11 Inch Pizza,AU,Melbourne,0,1100,2130
11 Inch Pizza,AU,Melbourne,1,1100,2130
11 Inch Pizza,AU,Melbourne,2,1100,2130
11 Inch Pizza,AU,Melbourne,3,1100,2130
11 Inch Pizza,AU,Melbourne,4,1100,2130
11 Inch Pizza,AU,Melbourne,5,1630,2130
11 Inch Pizza,AU,Melbourne,6,1630,2130
111 by Nico,GB,Glasgow,1,1200,1430
111 by Nico,GB,Glasgow,1,1700,2200
111 by Nico,GB,Glasgow,2,1200,1430
111 by Nico,GB,Glasgow,2,1700,2200
111 by Nico,GB,Glasgow,3,1200,1430
111 by Nico,GB,Glasgow,3,1700,2200
111 by Nico,GB,Glasgow,4,1200,1430
111 by Nico,GB,Glasgow,4,1700,2200
111 by Nico,GB,Glasgow,5,1200,2200
111 by Nico,GB,Glasgow,6,1200,2100
127 Bar and Bistro,AU,Brisbane,0,0630,2100
127 Bar and Bistro,AU,Brisbane,1,0630,2100
127 Bar and Bistro,AU,Brisbane,2,0630,2100
127 Bar and Bistro,AU,Brisbane,3,0630,2100
127 Bar and Bistro,AU,Brisbane,4,0630,2100
127 Bar and Bistro,AU,Brisbane,5,0700,1100
127 Bar and Bistro,AU,Brisbane,5,1500,2100
127 Bar and Bistro,AU,Brisbane,6,0700,1100
13 North Grille,US,Phoenix,0,1100,2100
13 North Grille,US,Phoenix,1,1100,2100
13 North Grille,US,Phoenix,2,1100,2100
13 North Grille,US,Phoenix,3,1100,2100
13 North Grille,US,Phoenix,4,1100,2200
13 North Grille,US,Phoenix,5,0830,2200
13 North Grille,US,Phoenix,6,0830,2100
13th Note,GB,Glasgow,0,1200,0000
13th Note,GB,Glasgow,1,1200,0000
13th Note,GB,Glasgow,2,1200,0000
13th Note,GB,Glasgow,3,1200,0000
13th Note,GB,Glasgow,4,1200,0000
13th Note,GB,Glasgow,5,1200,0000
13th Note,GB,Glasgow,6,1200,0000
1428 HAIGHT Patio Cafe & Crepery,US,San Francisco,0,0800,2200
1428 HAIGHT Patio Cafe & Crepery,US,San Francisco,1,0800,2200
1428 HAIGHT Patio Cafe & Crepery,US,San Francisco,2,0800,2200
1428 HAIGHT Patio Cafe & Crepery,US,San Francisco,3,0800,2200
1428 HAIGHT Patio Cafe & Crepery,US,San Francisco,4,0800,2200
1428 HAIGHT Patio Cafe & Crepery,US,San Francisco,5,0800,2200
1428 HAIGHT Patio Cafe & Crepery,US,San Francisco,6,0800,2200
163 Vietnamese Sandwiches & Bubble Tea,US,Boston,0,0730,1930
163 Vietnamese Sandwiches & Bubble Tea,US,Boston,1,0730,1930
163 Vietnamese Sandwiches & Bubble Tea,US,Boston,2,0730,1930
163 Vietnamese Sandwiches & Bubble Tea,US,Boston,3,0730,1930
163 Vietnamese Sandwiches & Bubble Tea,US,Boston,4,0730,1930
163 Vietnamese Sandwiches & Bubble Tea,US,Boston,5,0730,1930
163 Vietnamese Sandwiches & Bubble Tea,US,Boston,6,0730,1930
1760,US,San Francisco,0,1700,2200
1760,US,San Francisco,1,1700,2200
1760,US,San Francisco,2,1700,2200
1760,US,San Francisco,3,1700,2200
1760,US,San Francisco,4,1700,2300
1760,US,San Francisco,5,1100,1430
1760,US,San Francisco,5,1700,2300
1760,US,San Francisco,6,1100,1430
1760,US,San Francisco,6,1700,2200
1806,AU,Melbourne,0,1700,0100
1806,AU,Melbourne,1,1700,0100
1806,AU,Melbourne,2,1700,0100
1806,AU,Melbourne,3,1700,0100
1806,AU,Melbourne,4,1600,0100
1806,AU,Melbourne,5,1700,0300
1806,AU,Melbourne,6,1800,0100
1907 Restaurant,AU,Perth,1,1100,1500
1907 Restaurant,AU,Perth,1,1800,0000
1907 Restaurant,AU,Perth,2,1100,1500
1907 Restaurant,AU,Perth,2,1800,0000
1907 Restaurant,AU,Perth,3,1100,1500
1907 Restaurant,AU,Perth,3,1800,0000
1907 Restaurant,AU,Perth,4,1100,1500
1907 Restaurant,AU,Perth,4,1800,0000
1907 Restaurant,AU,Perth,5,1100,1500
1907 Restaurant,AU,Perth,5,1800,0000
1912 Dining Bar,AU,Sydney,0,1600,0000
1912 Dining Bar,AU,Sydney,1,1600,0000
1912 Dining Bar,AU,Sydney,2,1600,0000
1912 Dining Bar,AU,Sydney,3,1600,0000
1912 Dining Bar,AU,Sydney,4,1600,0000
1912 Dining Bar,AU,Sydney,5,1600,0000
1917 American Bistro,US,Detroit,0,1000,2300
1917 American Bistro,US,Detroit,1,1000,2300
1917 American Bistro,US,Detroit,2,1000,2300
1917 American Bistro,US,Detroit,3,1000,2300
1917 American Bistro,US,Detroit,4,1000,2300
1917 American Bistro,US,Detroit,5,1000,2300
1917 American Bistro,US,Detroit,6,1000,2000
2 Amys Neapolitan Pizzeria,US,Washington,0,1700,2200
2 Amys Neapolitan Pizzeria,US,Washington,1,1100,2200
2 Amys Neapolitan Pizzeria,US,Washington,2,1100,2200
2 Amys Neapolitan Pizzeria,US,Washington,3,1100,2200
2 Amys Neapolitan Pizzeria,US,Washington,4,1100,2300
2 Amys Neapolitan Pizzeria,US,Washington,5,1100,2300
2 Amys Neapolitan Pizzeria,US,Washington,6,1200,2200
20 Spot,US,San Francisco,0,1700,0100
20 Spot,US,San Francisco,1,1700,0100
20 Spot,US,San Francisco,2,1700,0100
20 Spot,US,San Francisco,3,1700,0100
20 Spot,US,San Francisco,4,1700,0100
20 Spot,US,San Francisco,5,1700,0100
204 North Kitchen & Cocktails,US,Charlotte,0,1100,0000
204 North Kitchen & Cocktails,US,Charlotte,1,1100,0000
204 North Kitchen & Cocktails,US,Charlotte,2,1100,0200
204 North Kitchen & Cocktails,US,Charlotte,3,1100,0200
204 North Kitchen & Cocktails,US,Charlotte,4,1100,0200
204 North Kitchen & Cocktails,US,Charlotte,5,1100,0200
204 North Kitchen & Cocktails,US,Charlotte,6,1100,0000
20th Street Café,US,Denver,1,0630,1430
20th Street Café,US,Denver,2,0630,1430
20th Street Café,US,Denver,3,0630,1430
20th Street Café,US,Denver,4,0630,1430
20th Street Café,US,Denver,5,0700,1330
20th Street Café,US,Denver,6,0700,1330
21 Shanghai House,US,New York,0,1100,2130
21 Shanghai House,US,New York,1,1100,2130
21 Shanghai House,US,New York,2,1100,2130
21 Shanghai House,US,New York,3,1100,2130
21 Shanghai House,US,New York,4,1100,2200
21 Shanghai House,US,New York,5,1100,2200
21 Shanghai House,US,New York,6,1100,2130
24grille,US,Detroit,0,1100,0000
24grille,US,Detroit,1,1100,0000
24grille,US,Detroit,2,1100,0000
24grille,US,Detroit,3,1100,0000
24grille,US,Detroit,4,1100,0200
24grille,US,Detroit,5,1100,0200
24grille,US,Detroit,6,1100,2200
259 Cafe,AU,Perth,0,1000,1500
259 Cafe,AU,Perth,2,1000,1500
259 Cafe,AU,Perth,3,1000,1500
259 Cafe,AU,Perth,4,1000,1500
259 Cafe,AU,Perth,5,0900,1500
259 Cafe,AU,Perth,6,0900,1500
26 grains,GB,London,0,0800,1800
26 grains,GB,London,1,0800,1800
26 grains,GB,London,2,0800,1800
26 grains,GB,London,3,0800,1800
26 grains,GB,London,4,0800,1700
26 grains,GB,London,5,1000,1600
26 grains,GB,London,6,1000,1600
2nd City,US,New York,0,1100,2300
2nd City,US,New York,1,1100,2300
2nd City,US,New York,2,1100,2300
2nd City,US,New York,3,1100,2300
2nd City,US,New York,4,1100,2300
2nd City,US,New York,5,1100,2300
2nd City,US,New York,6,1100,2300
3 Arts Club Cafe,US,Chicago,0,1000,2000
3 Arts Club Cafe,US,Chicago,1,1000,2000
3 Arts Club Cafe,US,Chicago,2,1000,2000
3 Arts Club Cafe,US,Chicago,3,1000,2000
3 Arts Club Cafe,US,Chicago,4,1000,2000
3 Arts Club Cafe,US,Chicago,5,1000,2000
3 Arts Club Cafe,US,Chicago,6,1100,1800
3 Bro's Kabab House,US,Houston,0,1100,2200
3 Bro's Kabab House,US,Houston,1,1100,2200
3 Bro's Kabab House,US,Houston,2,1100,2200
3 Bro's Kabab House,US,Houston,3,1100,2200
3 Bro's Kabab House,US,Houston,4,1400,2200
3 Bro's Kabab House,US,Houston,5,1100,2200
3 Bro's Kabab House,US,Houston,6,1100,2200
3 Greeks Grill,US,Long Island City,0,1100,2200
3 Greeks Grill,US,Long Island City,1,1100,2200
3 Greeks Grill,US,Long Island City,2,1100,2200
3 Greeks Grill,US,Long Island City,3,1100,2200
3 Greeks Grill,US,Long Island City,4,1100,2200
3 Greeks Grill,US,Long Island City,5,1100,2200
3 Greeks Grill,US,Long Island City,6,1100,2100
3 Wise Monkeys Pub,AU,Sydney,0,1000,0400
3 Wise Monkeys Pub,AU,Sydney,1,1000,0400
3 Wise Monkeys Pub,AU,Sydney,2,1000,0400
3 Wise Monkeys Pub,AU,Sydney,3,1000,0400
3 Wise Monkeys Pub,AU,Sydney,4,1000,0500
3 Wise Monkeys Pub,AU,Sydney,5,1000,0500
3 Wise Monkeys Pub,AU,Sydney,6,1000,0400
32 Shea,US,Phoenix,0,0600,2200
32 Shea,US,Phoenix,1,0600,2200
32 Shea,US,Phoenix,2,0600,2200
32 Shea,US,Phoenix,3,0600,2200
32 Shea,US,Phoenix,4,0600,2200
32 Shea,US,Phoenix,5,0700,2200
32 Shea,US,Phoenix,6,0700,1400
360 Bar and Restaurant,AU,Sydney,0,1200,1430
360 Bar and Restaurant,AU,Sydney,0,1630,2300
360 Bar and Restaurant,AU,Sydney,1,1200,1430
360 Bar and Restaurant,AU,Sydney,1,1630,2300
360 Bar and Restaurant,AU,Sydney,2,1200,1430
360 Bar and Restaurant,AU,Sydney,2,1630,2300
360 Bar and Restaurant,AU,Sydney,3,1200,1430
360 Bar and Restaurant,AU,Sydney,3,1630,2300
360 Bar and Restaurant,AU,Sydney,4,1200,1430
360 Bar and Restaurant,AU,Sydney,4,1630,0000
360 Bar and Restaurant,AU,Sydney,5,1630,0000
360 Bar and Restaurant,AU,Sydney,6,1630,0000
38 Espresso,AU,Kingston,0,0700,1500
38 Espresso,AU,Kingston,1,0700,1500
38 Espresso,AU,Kingston,2,0700,1500
38 Espresso,AU,Kingston,3,0700,1500
38 Espresso,AU,Kingston,4,0700,1500
38 Espresso,AU,Kingston,5,0700,1500
38 Espresso,AU,Kingston,6,0800,1500
+39 Pizzeria,AU,Melbourne,0,1200,1500
+39 Pizzeria,AU,Melbourne,0,1700,2130
+39 Pizzeria,AU,Melbourne,1,1200,1500
+39 Pizzeria,AU,Melbourne,1,1700,2130
+39 Pizzeria,AU,Melbourne,2,1200,1500
+39 Pizzeria,AU,Melbourne,2,1700,2130
+39 Pizzeria,AU,Melbourne,3,1200,1500
+39 Pizzeria,AU,Melbourne,3,1700,2130
+39 Pizzeria,AU,Melbourne,4,1200,2200
+39 Pizzeria,AU,Melbourne,5,1200,2200
+39 Pizzeria,AU,Melbourne,6,1200,2130
3rd Cousin,US,San Francisco,1,1730,2200
3rd Cousin,US,San Francisco,2,1730,2200
3rd Cousin,US,San Francisco,3,1730,2200
3rd Cousin,US,San Francisco,4,1730,2200
3rd Cousin,US,San Francisco,5,1730,2200
45 Jermyn St,GB,London,0,0700,2330
45 Jermyn St,GB,London,1,0700,2330
45 Jermyn St,GB,London,2,0700,2330
45 Jermyn St,GB,London,3,0700,2330
45 Jermyn St,GB,London,4,0700,2330
45 Jermyn St,GB,London,5,0800,2330
45 Jermyn St,GB,London,6,0800,1800
4Fourteen,AU,Surry Hills,1,1200,1500
4Fourteen,AU,Surry Hills,1,1800,0000
4Fourteen,AU,Surry Hills,2,1200,1500
4Fourteen,AU,Surry Hills,2,1800,0000
4Fourteen,AU,Surry Hills,3,1200,1500
4Fourteen,AU,Surry Hills,3,1800,0000
4Fourteen,AU,Surry Hills,4,1200,1500
4Fourteen,AU,Surry Hills,4,1800,0000
4Fourteen,AU,Surry Hills,5,1200,1500
4Fourteen,AU,Surry Hills,5,1800,0000
4Fourteen,AU,Surry Hills,6,1200,1800
5 & Dime Bagels,AU,Melbourne,0,0700,1430
5 & Dime Bagels,AU,Melbourne,1,0700,1430
5 & Dime Bagels,AU,Melbourne,2,0700,1430
5 & Dime Bagels,AU,Melbourne,3,0700,1430
5 & Dime Bagels,AU,Melbourne,4,0700,1430
5 Boroughs,AU,Brisbane,0,1100,2100
5 Boroughs,AU,Brisbane,1,1100,2100
5 Boroughs,AU,Brisbane,2,1100,2100
5 Boroughs,AU,Brisbane,3,1100,2100
5 Boroughs,AU,Brisbane,4,1100,2200
5 Boroughs,AU,Brisbane,5,1100,2200
5 Boroughs,AU,Brisbane,6,1100,2100
5 Rabanitos Restaurante and Taqueria,US,Chicago,1,1100,2100
5 Rabanitos Restaurante and Taqueria,US,Chicago,2,1100,2100
5 Rabanitos Restaurante and Taqueria,US,Chicago,3,1100,2100
5 Rabanitos Restaurante and Taqueria,US,Chicago,4,1100,2200
5 Rabanitos Restaurante and Taqueria,US,Chicago,5,0900,2200
5 Rabanitos Restaurante and Taqueria,US,Chicago,6,0900,2100
5 Spices House,US,Boston,0,1100,2300
5 Spices House,US,Boston,1,1100,2300
5 Spices House,US,Boston,2,1100,2300
5 Spices House,US,Boston,3,1100,2300
5 Spices House,US,Boston,4,1100,0000
5 Spices House,US,Boston,5,1100,0000
5 Spices House,US,Boston,6,1100,0000
5 Spot,US,Seattle,0,0800,2300
5 Spot,US,Seattle,1,0800,2300
5 Spot,US,Seattle,2,0800,2300
5 Spot,US,Seattle,3,0800,2300
5 Spot,US,Seattle,4,0800,2300
5 Spot,US,Seattle,5,0800,1500
5 Spot,US,Seattle,5,1700,0000
5 Spot,US,Seattle,6,0800,1500
5 Spot,US,Seattle,6,1700,0000
500 Degrees New York Style Pizzeria,US,Charlotte,0,1100,2100
500 Degrees New York Style Pizzeria,US,Charlotte,1,1100,2100
500 Degrees New York Style Pizzeria,US,Charlotte,2,1100,2100
500 Degrees New York Style Pizzeria,US,Charlotte,3,1100,2100
500 Degrees New York Style Pizzeria,US,Charlotte,4,1100,2300
500 Degrees New York Style Pizzeria,US,Charlotte,5,1100,2200
50's Diner Omelet House,US,Las Vegas,0,0700,2100
50's Diner Omelet House,US,Las Vegas,1,0700,2100
50's Diner Omelet House,US,Las Vegas,2,0700,2100
50's Diner Omelet House,US,Las Vegas,3,0700,2100
50's Diner Omelet House,US,Las Vegas,4,0700,2100
50's Diner Omelet House,US,Las Vegas,5,0700,2100
50's Diner Omelet House,US,Las Vegas,6,0700,1500
5280 Burger Bar,US,Denver,0,1100,2200
5280 Burger Bar,US,Denver,1,1100,2200
5280 Burger Bar,US,Denver,2,1100,2200
5280 Burger Bar,US,Denver,3,1100,2200
5280 Burger Bar,US,Denver,4,1100,2300
5280 Burger Bar,US,Denver,5,1100,2300
5280 Burger Bar,US,Denver,6,1100,2200
5280 Sliders,US,Denver,0,1500,2200
5280 Sliders,US,Denver,1,1500,2200
5280 Sliders,US,Denver,2,1500,2200
5280 Sliders,US,Denver,3,1500,2200
5280 Sliders,US,Denver,4,1500,0000
5280 Sliders,US,Denver,5,1400,0000
5280 Sliders,US,Denver,6,1400,2200
580 Bench,AU,Melbourne,0,0700,1600
580 Bench,AU,Melbourne,1,0700,1600
580 Bench,AU,Melbourne,2,0700,1600
580 Bench,AU,Melbourne,3,0700,1600
580 Bench,AU,Melbourne,4,0700,1600
5Church,US,Charlotte,0,1100,2200
5Church,US,Charlotte,1,1100,2200
5Church,US,Charlotte,2,1100,2200
5Church,US,Charlotte,3,1100,2300
5Church,US,Charlotte,4,1100,0200
5Church,US,Charlotte,5,1100,0200
5Church,US,Charlotte,6,1000,2200
62 Rokujuni,AU,Sydney,0,1100,1500
62 Rokujuni,AU,Sydney,0,1800,2100
62 Rokujuni,AU,Sydney,1,1100,1500
62 Rokujuni,AU,Sydney,1,1800,2100
62 Rokujuni,AU,Sydney,2,1100,1500
62 Rokujuni,AU,Sydney,2,1800,2100
62 Rokujuni,AU,Sydney,3,1100,1500
62 Rokujuni,AU,Sydney,3,1800,2100
62 Rokujuni,AU,Sydney,4,1100,1500
62 Rokujuni,AU,Sydney,4,1800,2100
678 Korean Bbq,AU,Sydney,0,1100,0000
678 Korean Bbq,AU,Sydney,1,1100,0000
678 Korean Bbq,AU,Sydney,2,1100,0000
678 Korean Bbq,AU,Sydney,3,1100,0000
678 Korean Bbq,AU,Sydney,4,1100,0000
678 Korean Bbq,AU,Sydney,5,1100,0000
678 Korean Bbq,AU,Sydney,6,1100,0000
6th Avenue Eats,US,Seattle,0,1100,1400
6th Avenue Eats,US,Seattle,1,1100,1400
6th Avenue Eats,US,Seattle,2,1100,1400
6th Avenue Eats,US,Seattle,3,1100,1400
6th Avenue Eats,US,Seattle,4,1100,1400
7 Leguas Mexican Grille,US,Denver,0,1000,2200
7 Leguas Mexican Grille,US,Denver,1,1000,2200
7 Leguas Mexican Grille,US,Denver,2,1000,2200
7 Leguas Mexican Grille,US,Denver,3,1000,2200
7 Leguas Mexican Grille,US,Denver,4,1000,0000
7 Leguas Mexican Grille,US,Denver,5,1000,0000
7 Leguas Mexican Grille,US,Denver,6,0900,2200
7 Leguas Mexican Grille,US,Denver,0,1000,2200
7 Leguas Mexican Grille,US,Denver,1,1000,2200
7 Leguas Mexican Grille,US,Denver,2,1000,2200
7 Leguas Mexican Grille,US,Denver,3,1000,2200
7 Leguas Mexican Grille,US,Denver,4,1000,0200
7 Leguas Mexican Grille,US,Denver,5,0900,0200
7 Leguas Mexican Grille,US,Denver,6,0900,2200
75 on Liberty Wharf,US,Boston,0,1130,0000
75 on Liberty Wharf,US,Boston,1,1130,0000
75 on Liberty Wharf,US,Boston,2,1130,0000
75 on Liberty Wharf,US,Boston,3,1130,0000
75 on Liberty Wharf,US,Boston,4,1130,0200
75 on Liberty Wharf,US,Boston,5,1030,0200
75 on Liberty Wharf,US,Boston,6,1000,0000
7th & Bake Patisserie Cafe,AU,Canberra,0,0630,1600
7th & Bake Patisserie Cafe,AU,Canberra,1,0630,1600
7th & Bake Patisserie Cafe,AU,Canberra,2,0630,1600
7th & Bake Patisserie Cafe,AU,Canberra,3,0630,1600
7th & Bake Patisserie Cafe,AU,Canberra,4,0630,1600
7th & Bake Patisserie Cafe,AU,Canberra,5,0730,1700
7th & Bake Patisserie Cafe,AU,Canberra,6,0730,1700
7th District,US,Charlotte,0,1600,2300
7th District,US,Charlotte,1,1600,2300
7th District,US,Charlotte,2,1600,2300
7th District,US,Charlotte,3,1600,2300
7th District,US,Charlotte,4,1600,0200
7th District,US,Charlotte,5,1400,0200
7th District,US,Charlotte,6,1100,1600
8 Hoxton Square,GB,London,0,1200,2300
8 Hoxton Square,GB,London,1,1200,2300
8 Hoxton Square,GB,London,2,1200,2300
8 Hoxton Square,GB,London,3,1200,2300
8 Hoxton Square,GB,London,4,1200,2300
8 Hoxton Square,GB,London,5,1000,2300
8 Hoxton Square,GB,London,6,1000,1700
800 Degrees,US,Las Vegas,0,1100,0200
800 Degrees,US,Las Vegas,1,1100,0200
800 Degrees,US,Las Vegas,2,1100,0200
800 Degrees,US,Las Vegas,3,1100,0200
800 Degrees,US,Las Vegas,4,1100,0200
800 Degrees,US,Las Vegas,5,1100,0200
800 Degrees,US,Las Vegas,6,1100,0200
888 Chinese Restaurant,US,Houston,0,1000,2300
888 Chinese Restaurant,US,Houston,1,1000,2300
888 Chinese Restaurant,US,Houston,2,1000,2300
888 Chinese Restaurant,US,Houston,3,1000,2300
888 Chinese Restaurant,US,Houston,4,1000,2300
888 Chinese Restaurant,US,Houston,5,1100,0000
888 Chinese Restaurant,US,Houston,6,1100,0000
8Bit,AU,Melbourne,0,1100,2300
8Bit,AU,Melbourne,1,1100,2300
8Bit,AU,Melbourne,2,1100,2300
8Bit,AU,Melbourne,3,1100,2300
8Bit,AU,Melbourne,4,1100,2300
8Bit,AU,Melbourne,5,1100,2300
8Bit,AU,Melbourne,6,1100,2300
8Elements Perfect Indian Cuisine,US,San Jose,0,1130,2200
8Elements Perfect Indian Cuisine,US,San Jose,1,1130,2200
8Elements Perfect Indian Cuisine,US,San Jose,2,1130,2200
8Elements Perfect Indian Cuisine,US,San Jose,3,1130,2200
8Elements Perfect Indian Cuisine,US,San Jose,4,1130,2230
8Elements Perfect Indian Cuisine,US,San Jose,5,1130,2230
8Elements Perfect Indian Cuisine,US,San Jose,6,1130,2200
8oz Burger & Co,US,Seattle,0,1130,2300
8oz Burger & Co,US,Seattle,1,1130,2300
8oz Burger & Co,US,Seattle,2,1130,2300
8oz Burger & Co,US,Seattle,3,1130,2300
8oz Burger & Co,US,Seattle,4,1130,0000
8oz Burger & Co,US,Seattle,5,1130,0000
8oz Burger & Co,US,Seattle,6,1130,2200
90 Miles Cuban Café,US,Chicago,0,0800,2100
90 Miles Cuban Café,US,Chicago,1,0800,2100
90 Miles Cuban Café,US,Chicago,2,0800,2100
90 Miles Cuban Café,US,Chicago,3,0800,2100
90 Miles Cuban Café,US,Chicago,4,0800,2100
90 Miles Cuban Café,US,Chicago,5,0800,2100
90 Miles Cuban Café,US,Chicago,6,0800,2100
90 Miles Cuban Café,US,Chicago,0,1000,2200
90 Miles Cuban Café,US,Chicago,1,1000,2200
90 Miles Cuban Café,US,Chicago,2,1000,2200
90 Miles Cuban Café,US,Chicago,3,1000,2200
90 Miles Cuban Café,US,Chicago,4,1000,2300
90 Miles Cuban Café,US,Chicago,5,1000,2300
90 Miles Cuban Café,US,Chicago,6,1000,2200
90 Secondi,AU,Melbourne,0,0730,1700
90 Secondi,AU,Melbourne,1,0730,1700
90 Secondi,AU,Melbourne,2,0730,1700
90 Secondi,AU,Melbourne,3,0730,0000
90 Secondi,AU,Melbourne,4,0730,0000
90 Secondi,AU,Melbourne,5,1800,0000
A 2nd Cup,US,Houston,0,0700,2200
A 2nd Cup,US,Houston,1,0700,2200
A 2nd Cup,US,Houston,2,0700,2200
A 2nd Cup,US,Houston,3,0700,2200
A 2nd Cup,US,Houston,4,0700,2200
A 2nd Cup,US,Houston,5,0700,2200
A 2nd Cup,US,Houston,6,0700,1700
A Baked Joint,US,Washington,0,0700,2000
A Baked Joint,US,Washington,1,0700,2100
A Baked Joint,US,Washington,2,0700,2000
A Baked Joint,US,Washington,3,0700,2000
A Baked Joint,US,Washington,4,0700,2100
A Baked Joint,US,Washington,5,0800,2000
A Baked Joint,US,Washington,6,0800,2000
A Bite of Wyoming,US,San Jose,0,0530,1400
A Bite of Wyoming,US,San Jose,1,0530,1400
A Bite of Wyoming,US,San Jose,2,0530,1400
A Bite of Wyoming,US,San Jose,3,0530,1400
A Bite of Wyoming,US,San Jose,4,0530,1400
A Bite of Wyoming,US,San Jose,5,0600,1400
A Bite of Wyoming,US,San Jose,6,0700,1400
A Fish Called Inglewood,AU,Inglewood,1,1700,0000
A Fish Called Inglewood,AU,Inglewood,2,1700,0000
A Fish Called Inglewood,AU,Inglewood,3,1700,0000
A Fish Called Inglewood,AU,Inglewood,4,1700,0000
A Fish Called Inglewood,AU,Inglewood,5,1700,0000
A Fish Called Inglewood,AU,Inglewood,6,1700,0000
A Slice of New York,US,San Jose,1,1100,0000
A Slice of New York,US,San Jose,2,1100,0000
A Slice of New York,US,San Jose,3,1100,0000
A Slice of New York,US,San Jose,4,1100,0000
A Slice of New York,US,San Jose,5,1100,0000
A Slice of New York,US,San Jose,6,1230,0000
A25,AU,Melbourne,0,0730,2200
A25,AU,Melbourne,1,0730,2200
A25,AU,Melbourne,2,0730,2200
A25,AU,Melbourne,3,0730,2200
A25,AU,Melbourne,4,0730,2200
A25,AU,Melbourne,5,0730,2200
Aamaya Indian Restaurant,AU,Brisbane,0,1100,2130
Aamaya Indian Restaurant,AU,Brisbane,1,1100,1430
Aamaya Indian Restaurant,AU,Brisbane,1,1700,2130
Aamaya Indian Restaurant,AU,Brisbane,2,1100,1430
Aamaya Indian Restaurant,AU,Brisbane,2,1700,2130
Aamaya Indian Restaurant,AU,Brisbane,3,1100,1430
Aamaya Indian Restaurant,AU,Brisbane,3,1700,2130
Aamaya Indian Restaurant,AU,Brisbane,4,1100,1430
Aamaya Indian Restaurant,AU,Brisbane,4,1700,2130
Aamaya Indian Restaurant,AU,Brisbane,5,1100,2130
Aamaya Indian Restaurant,AU,Brisbane,6,1100,2130
Abb Air,AU,Sydney,0,1100,0100
Abb Air,AU,Sydney,1,1100,0100
Abb Air,AU,Sydney,2,1100,0100
Abb Air,AU,Sydney,3,1100,0100
Abb Air,AU,Sydney,4,1100,0100
Abb Air,AU,Sydney,5,1100,0100
Abb Air,AU,Sydney,6,1100,0100
Abby Lane Food & Spirits,US,Boston,0,1130,0200
Abby Lane Food & Spirits,US,Boston,1,1130,0200
Abby Lane Food & Spirits,US,Boston,2,1130,0200
Abby Lane Food & Spirits,US,Boston,3,1130,0200
Abby Lane Food & Spirits,US,Boston,4,1130,0200
Abby Lane Food & Spirits,US,Boston,5,1130,0200
Abby Lane Food & Spirits,US,Boston,6,1130,0200
ABC Kitchen,US,New York,0,1200,1500
ABC Kitchen,US,New York,0,1730,2230
ABC Kitchen,US,New York,1,1200,1500
ABC Kitchen,US,New York,1,1730,2230
ABC Kitchen,US,New York,2,1200,1500
ABC Kitchen,US,New York,2,1730,2230
